id,fold,language,duration,type,categories,is_chunked,freshness,auxiliary_rate,conjugate_rate,normalization_rate,tobe_verb_rate,preposition_rate,pronoun_rate,document_entropy,easiness,silent_period_rate,fraction_stopword_coverage,fraction_stopword_presence,title_word_count,word_count,speaker_speed,topic_1_pageRank_url,topic_1_pageRank_val,topic_2_pageRank_url,topic_2_pageRank_val,topic_3_pageRank_url,topic_3_pageRank_val,topic_4_pageRank_url,topic_4_pageRank_val,topic_5_pageRank_url,topic_5_pageRank_val,topic_1_cosine_url,topic_1_cosine_val,topic_2_cosine_url,topic_2_cosine_val,topic_3_cosine_url,topic_3_cosine_val,topic_4_cosine_url,topic_4_cosine_val,topic_5_cosine_url,topic_5_cosine_val,mean_star_rating,view_count,num_sessions,mean_engagement,med_engagement,stdev_engagement_rate
1189,2,en,3650,vl,misc,0,13690,0.017106201,0.038845331,0.018888097,0.049536707,0.125207888,0.132335472,8.293727184,79.16557854,0.132569801,0.562691132,0.61558565,9,8304,136.3920066,http://en.wikipedia.org/wiki/Sleep_spindle,0.009951625,http://en.wikipedia.org/wiki/Matching_pursuit,0.009070667,http://en.wikipedia.org/wiki/Frequency,0.004035822,http://en.wikipedia.org/wiki/Wavelet,0.003746476,http://en.wikipedia.org/wiki/Uncertainty_principle,0.002297252,http://en.wikipedia.org/wiki/Time,0.272306314,http://en.wikipedia.org/wiki/Free_will,0.256547694,http://en.wikipedia.org/wiki/Being,0.248640775,http://en.wikipedia.org/wiki/Frequency,0.238413432,http://en.wikipedia.org/wiki/English_modal_verbs,0.232515246,-1,3250,27,0.085537671,0.02207,0.198715448
1190,2,en,4600,vl,stem,0,14350,0.010610654,0.033456042,0.022304028,0.035838025,0.135231702,0.109571243,8.157739818,84.471555,0.375715443,0.623853211,0.59517107,9,9117,118.9949967,http://en.wikipedia.org/wiki/Reinforcement_learning,0.006868976,http://en.wikipedia.org/wiki/Machine_learning,0.004415406,http://en.wikipedia.org/wiki/Gradient_descent,0.004314316,http://en.wikipedia.org/wiki/Algorithm,0.003718898,http://en.wikipedia.org/wiki/Expected_value,0.003480027,http://en.wikipedia.org/wiki/Time,0.228628185,http://en.wikipedia.org/wiki/Imaginary_unit,0.220233609,http://en.wikipedia.org/wiki/Function_(mathematics),0.209151592,http://en.wikipedia.org/wiki/Reinforcement_learning,0.203621387,http://en.wikipedia.org/wiki/Being,0.19895211,5,603,32,0.11354254,0.01355,0.256620346
1191,2,en,2060,vl,stem,0,15270,0.013907889,0.050159599,0.007751938,0.052667579,0.117191063,0.15503876,7.774999263,94.78747585,0.283775229,0.541284404,0.689694482,5,4313,125.499515,http://en.wikipedia.org/wiki/Iterator,0.005526224,http://en.wikipedia.org/wiki/Axiom,0.003252463,http://en.wikipedia.org/wiki/Mathematical_logic,0.003137256,http://en.wikipedia.org/wiki/Paging,0.002682635,http://en.wikipedia.org/wiki/Out_of_memory,0.002532706,http://en.wikipedia.org/wiki/English_modal_verbs,0.246960357,http://en.wikipedia.org/wiki/Time,0.246544034,http://en.wikipedia.org/wiki/Reality,0.233658624,http://en.wikipedia.org/wiki/Closure_(computer_programming),0.228115224,http://en.wikipedia.org/wiki/Lawsuit,0.227581981,-1,349,5,0.050898254,0.0398,0.034375179
1192,2,en,970,vl,stem,0,13760,0.017913121,0.036274071,0.033587103,0.043439319,0.110613524,0.169726825,7.191987,89.21499038,0.220584639,0.379204893,0.668159427,6,2207,136.9389866,http://en.wikipedia.org/wiki/Trie,0.007446653,http://en.wikipedia.org/wiki/Sequence_clustering,0.007349469,http://en.wikipedia.org/wiki/Subsequence,0.006742369,http://en.wikipedia.org/wiki/Sequence,0.005166151,http://en.wikipedia.org/wiki/Pattern_recognition,0.005148281,http://en.wikipedia.org/wiki/Sequence,0.264938892,http://en.wikipedia.org/wiki/Free_will,0.213677296,http://en.wikipedia.org/wiki/Experiment,0.196410034,http://en.wikipedia.org/wiki/Being,0.194668297,http://en.wikipedia.org/wiki/English_modal_verbs,0.188761815,-1,1508,8,0.159576655,0.08932,0.158154217
1193,2,non-en,2630,vl,misc,0,13530,0.012045852,0.035360404,0.01690305,0.036137556,0.124538566,0.108801243,8.522778616,78.84038978,0,0.599388379,0.581309501,7,5147,117.2437358,http://en.wikipedia.org/wiki/Nanoparticle,0.018050911,http://en.wikipedia.org/wiki/Nanometre,0.006636855,http://en.wikipedia.org/wiki/Nanotechnology,0.004658085,http://en.wikipedia.org/wiki/Titanium_dioxide,0.003675101,http://en.wikipedia.org/wiki/Titanium,0.002167376,http://en.wikipedia.org/wiki/Nanoparticle,0.373019319,http://en.wikipedia.org/wiki/Time,0.220294888,http://en.wikipedia.org/wiki/Nanomaterials,0.217466343,http://en.wikipedia.org/wiki/Solid,0.215746135,http://en.wikipedia.org/wiki/English_modal_verbs,0.18681513,5,896,10,0.249788424,0.09768,0.395060209
1194,2,en,3000,vl,stem,0,11730,0.018831482,0.033317238,0.016256237,0.050378239,0.10027362,0.137292773,7.928797701,93.38005845,0.379607248,0.593272171,0.631257042,5,6103,122.263773,http://en.wikipedia.org/wiki/Magnetic_field,0.013242566,http://en.wikipedia.org/wiki/Electron,0.003848615,http://en.wikipedia.org/wiki/Magnetic_flux,0.003635387,http://en.wikipedia.org/wiki/Inductance,0.003373453,http://en.wikipedia.org/wiki/Electromotive_force,0.002917339,http://en.wikipedia.org/wiki/Imaginary_unit,0.335710689,http://en.wikipedia.org/wiki/Magnetic_field,0.334325965,http://en.wikipedia.org/wiki/Time,0.222530328,http://en.wikipedia.org/wiki/Electric_field,0.212459367,http://en.wikipedia.org/wiki/Free_will,0.211728533,5,610,26,0.253384884,0.07796,0.341130718
1195,2,en,1640,vl,stem,0,15900,0.014392991,0.028785983,0.022110972,0.045890697,0.09261577,0.110346266,7.767309851,80.96637994,0.032338526,0.480122324,0.601168127,7,4716,172.4314442,http://en.wikipedia.org/wiki/Matrix_(mathematics),0.007597675,http://en.wikipedia.org/wiki/Linear_programming,0.005094248,http://en.wikipedia.org/wiki/Nonnegative_matrix,0.004531173,http://en.wikipedia.org/wiki/Non-negative_matrix_factorization,0.004029412,http://en.wikipedia.org/wiki/Convex_hull,0.003167978,http://en.wikipedia.org/wiki/Matrix_(mathematics),0.356021382,http://en.wikipedia.org/wiki/Design_matrix,0.245085961,http://en.wikipedia.org/wiki/Factorization,0.231002664,http://en.wikipedia.org/wiki/Column,0.219198217,http://en.wikipedia.org/wiki/Matrix_decomposition,0.207360284,-1,254,20,0.24283626,0.0559,0.34948058
1196,2,en,3520,vit,stem,0,14490,0.021491621,0.038122042,0.016246642,0.028527568,0.11628502,0.128054241,8.352871609,86.23253714,0.317069205,0.626911315,0.61020852,8,7706,131.5391181,http://en.wikipedia.org/wiki/Machine_learning,0.011763592,http://en.wikipedia.org/wiki/Robotics,0.00671516,http://en.wikipedia.org/wiki/Reinforcement_learning,0.006362894,http://en.wikipedia.org/wiki/Inverse_dynamics,0.003231671,http://en.wikipedia.org/wiki/Table_tennis,0.002828316,http://en.wikipedia.org/wiki/Learning,0.283950333,http://en.wikipedia.org/wiki/Time,0.234034315,http://en.wikipedia.org/wiki/Being,0.214143533,http://en.wikipedia.org/wiki/Machine_learning,0.2086797,http://en.wikipedia.org/wiki/Control_theory,0.205617738,-1,512,10,0.026277127,0.0184,0.019168207
1197,2,en,760,vl,stem,0,15110,0.013639627,0.031586504,0.030868629,0.03804738,0.115577889,0.146446518,7.503226627,78.97150638,0,0.382262997,0.579325197,6,1355,107.1146245,http://en.wikipedia.org/wiki/Voltage,0.015331921,http://en.wikipedia.org/wiki/Resistor,0.012695226,http://en.wikipedia.org/wiki/Short_circuit,0.009984888,http://en.wikipedia.org/wiki/Voltage_drop,0.009073371,http://en.wikipedia.org/wiki/Linear_combination,0.005192497,http://en.wikipedia.org/wiki/Voltage_drop,0.426243106,http://en.wikipedia.org/wiki/Voltage,0.402190156,http://en.wikipedia.org/wiki/Voltage_source,0.40084248,http://en.wikipedia.org/wiki/Short_circuit,0.367053345,http://en.wikipedia.org/wiki/Electrical_network,0.311369447,-1,63,5,0.111278789,0.06522,0.113103315
1198,2,en,1620,vl,misc,0,16240,0.014711892,0.034736412,0.018389865,0.051491622,0.118512464,0.101757254,8.050593585,87.04048833,0,0.47706422,0.583571721,11,2415,89.72136223,http://en.wikipedia.org/wiki/Lipid,0.006719281,http://en.wikipedia.org/wiki/Cholesterol,0.00572784,http://en.wikipedia.org/wiki/Ant,0.005574304,http://en.wikipedia.org/wiki/Atherosclerosis,0.003936068,http://en.wikipedia.org/wiki/Gene,0.002904493,http://en.wikipedia.org/wiki/Time,0.2506444,http://en.wikipedia.org/wiki/Causality,0.248760362,http://en.wikipedia.org/wiki/Death,0.235988554,http://en.wikipedia.org/wiki/Politics_of_the_United_States,0.234082702,http://en.wikipedia.org/wiki/Scientific_control,0.230671588,-1,38,7,0.344712961,0.12868,0.356376051
1199,2,en,3330,vl,stem,1,13900,0.017995397,0.028039339,0.032852061,0.042477506,0.12131199,0.126961708,7.984001541,87.63527386,0.2790444,0.666666667,0.629263444,4,18675,336.4864865,http://en.wikipedia.org/wiki/Covariance_function,0.00625057,http://en.wikipedia.org/wiki/Marginal_likelihood,0.006196019,http://en.wikipedia.org/wiki/Covariance,0.003717451,http://en.wikipedia.org/wiki/Likelihood_function,0.003458162,http://en.wikipedia.org/wiki/Function_(mathematics),0.003177002,http://en.wikipedia.org/wiki/Function_(mathematics),0.28897199,http://en.wikipedia.org/wiki/Variable_(mathematics),0.223500345,http://en.wikipedia.org/wiki/Probability_distribution,0.216691678,http://en.wikipedia.org/wiki/Imaginary_unit,0.214859637,http://en.wikipedia.org/wiki/Being,0.207637989,5,6777,318,0.327195323,0.08918,0.395014158
1200,2,en,3040,vl,stem,0,11730,0.019939384,0.034136226,0.018503749,0.057903972,0.104801404,0.137661509,7.825234343,94.12718579,0.39303665,0.593272171,0.657042591,7,6156,121.460046,http://en.wikipedia.org/wiki/Electric_field,0.013609008,http://en.wikipedia.org/wiki/Voltage,0.007895776,http://en.wikipedia.org/wiki/Gauss_(unit),0.004320854,http://en.wikipedia.org/wiki/Resistor,0.003019814,http://en.wikipedia.org/wiki/Gaussian_surface,0.002941251,http://en.wikipedia.org/wiki/Imaginary_unit,0.280776955,http://en.wikipedia.org/wiki/Electric_field,0.264457327,http://en.wikipedia.org/wiki/Electric_charge,0.258082567,http://en.wikipedia.org/wiki/Being,0.205350293,http://en.wikipedia.org/wiki/Voltage,0.200518316,5,1110,45,0.279882933,0.05894,0.369579235
1201,2,en,1070,vl,stem,0,16310,0.023856859,0.040755467,0.028495693,0.03777336,0.10702452,0.122929092,7.950195778,78.71522319,0,0.458715596,0.5944334,3,2980,166.4804469,http://en.wikipedia.org/wiki/Time_series,0.012467656,http://en.wikipedia.org/wiki/Big_data,0.005481364,http://en.wikipedia.org/wiki/Kernel_regression,0.00418645,http://en.wikipedia.org/wiki/Loss_function,0.003612451,http://en.wikipedia.org/wiki/Multiple_kernel_learning,0.003403158,http://en.wikipedia.org/wiki/Experiment,0.230793902,http://en.wikipedia.org/wiki/Mathematical_model,0.221780084,http://en.wikipedia.org/wiki/Regression_analysis,0.212800365,http://en.wikipedia.org/wiki/English_modal_verbs,0.205412116,http://en.wikipedia.org/wiki/Determinism,0.200908191,-1,33,11,0.251530473,0.13529,0.298231968
1202,2,en,3260,vit,stem,0,13270,0.019506849,0.028164384,0.015452055,0.047342466,0.117041096,0.157369863,8.035911161,91.5042501,0.21235144,0.633027523,0.638794521,9,8972,164.9264706,http://en.wikipedia.org/wiki/Feature_(machine_learning),0.009188593,http://en.wikipedia.org/wiki/Machine_learning,0.006343702,http://en.wikipedia.org/wiki/Semantics,0.004461792,http://en.wikipedia.org/wiki/Relevance_feedback,0.004172436,http://en.wikipedia.org/wiki/Information_retrieval,0.004157184,http://en.wikipedia.org/wiki/English_modal_verbs,0.223748663,http://en.wikipedia.org/wiki/Being,0.220990006,http://en.wikipedia.org/wiki/Reality,0.219208548,http://en.wikipedia.org/wiki/Uses_of_English_verb_forms,0.209563834,http://en.wikipedia.org/wiki/Free_will,0.20660152,5,892,10,0.143541881,0.02966,0.308607836
1203,2,en,2960,vl,stem,0,13770,0.013327601,0.028948123,0.02966466,0.049154486,0.119805102,0.112783032,7.754003784,84.69257943,0.33908186,0.559633028,0.595872743,10,6857,138.805668,http://en.wikipedia.org/wiki/Fourier_transform,0.02280975,http://en.wikipedia.org/wiki/Distribution_(mathematics),0.011489677,http://en.wikipedia.org/wiki/Infinity,0.004953508,http://en.wikipedia.org/wiki/River_delta,0.003980761,http://en.wikipedia.org/wiki/Generalized_function,0.003754614,http://en.wikipedia.org/wiki/Fourier_transform,0.26656864,http://en.wikipedia.org/wiki/Distribution_(mathematics),0.26626433,http://en.wikipedia.org/wiki/Imaginary_unit,0.228920031,http://en.wikipedia.org/wiki/Function_(mathematics),0.221339112,http://en.wikipedia.org/wiki/Dirac_delta_function,0.219671685,-1,195,9,0.456565642,0.16643,0.448437967
1204,2,en,2350,vit,stem,0,17030,0.017107046,0.054539295,0.017784553,0.034383469,0.123644986,0.130081301,7.992413537,89.70403211,0,0.581039755,0.632113821,7,5904,150.9974425,http://en.wikipedia.org/wiki/World_of_Warcraft,0.004184239,http://en.wikipedia.org/wiki/Matchmaking,0.003912352,http://en.wikipedia.org/wiki/Black_match,0.002865773,http://en.wikipedia.org/wiki/Centroid,0.002802551,http://en.wikipedia.org/wiki/Utility,0.002705555,http://en.wikipedia.org/wiki/Time,0.256455831,http://en.wikipedia.org/wiki/Being,0.233323898,http://en.wikipedia.org/wiki/Game,0.231854974,http://en.wikipedia.org/wiki/Lawsuit,0.229927856,http://en.wikipedia.org/wiki/English_modal_verbs,0.22459812,-1,26,21,0.350726932,0.144,0.371855907
1205,2,en,3470,vl,misc,0,15130,0.015559294,0.038687973,0.012895991,0.046397533,0.116624615,0.148584245,7.956009001,92.44649531,0.422801917,0.593272171,0.636809644,3,6845,118.3232498,http://en.wikipedia.org/wiki/Bell_tower,0.008902393,http://en.wikipedia.org/wiki/Deductive_reasoning,0.005241155,http://en.wikipedia.org/wiki/Logical_consequence,0.004500663,http://en.wikipedia.org/wiki/Epistemology,0.003984423,http://en.wikipedia.org/wiki/Counterfactual_conditional,0.003649428,http://en.wikipedia.org/wiki/Belief,0.21968508,http://en.wikipedia.org/wiki/Going-to_future,0.198481613,http://en.wikipedia.org/wiki/Reality,0.194361889,http://en.wikipedia.org/wiki/Being,0.193518869,http://en.wikipedia.org/wiki/English_modal_verbs,0.192100609,-1,606,6,0.074414529,0.02289,0.083933265
1206,2,en,1280,vl,stem,0,14950,0.018339447,0.043014338,0.018006002,0.054684895,0.111703901,0.126708903,7.891893016,85.96531649,0.249964058,0.470948012,0.617872624,7,2954,138.46875,http://en.wikipedia.org/wiki/Loss_function,0.006874979,http://en.wikipedia.org/wiki/Algorithm,0.005153848,http://en.wikipedia.org/wiki/Gradient_descent,0.004904825,http://en.wikipedia.org/wiki/Parallel_computing,0.004618992,http://en.wikipedia.org/wiki/Stochastic,0.003441129,http://en.wikipedia.org/wiki/Time,0.280307397,http://en.wikipedia.org/wiki/Algorithm,0.278396211,http://en.wikipedia.org/wiki/Lawsuit,0.260140533,http://en.wikipedia.org/wiki/Scientific_method,0.258782812,http://en.wikipedia.org/wiki/Being,0.258596131,-1,173,8,0.300427246,0.25553,0.22972719
1207,2,en,3700,vl,stem,0,13240,0.017330054,0.026162791,0.022808587,0.050089445,0.131596601,0.103197674,8.106431832,81.00325979,0.255900393,0.608562691,0.591793381,8,8765,142.288961,http://en.wikipedia.org/wiki/Clustering_coefficient,0.005133386,http://en.wikipedia.org/wiki/Degree_distribution,0.004643507,http://en.wikipedia.org/wiki/Random_variable,0.003720921,http://en.wikipedia.org/wiki/Metric_space,0.00345458,http://en.wikipedia.org/wiki/Adjacency_matrix,0.003446562,http://en.wikipedia.org/wiki/Being,0.230657493,http://en.wikipedia.org/wiki/Mathematical_model,0.227949002,http://en.wikipedia.org/wiki/Free_will,0.223971924,http://en.wikipedia.org/wiki/Probability,0.220609652,http://en.wikipedia.org/wiki/Probability_distribution,0.213824529,5,1420,10,0.146964367,0.03268,0.306744811
1208,2,en,3000,vl,stem,0,12640,0.024337867,0.032748747,0.015926986,0.051360057,0.105583393,0.135647817,7.823120563,94.4143218,0.438020062,0.559633028,0.650680029,12,5470,109.5826377,http://en.wikipedia.org/wiki/Expansive_homeomorphism,0.023586557,http://en.wikipedia.org/wiki/Cover_tree,0.007275489,http://en.wikipedia.org/wiki/Cover_(topology),0.003704137,http://en.wikipedia.org/wiki/Euclidean_space,0.003701545,http://en.wikipedia.org/wiki/Homeomorphism,0.003695162,http://en.wikipedia.org/wiki/English_modal_verbs,0.236133521,http://en.wikipedia.org/wiki/Lawsuit,0.226802527,http://en.wikipedia.org/wiki/Being,0.224449125,http://en.wikipedia.org/wiki/Imaginary_unit,0.214542194,http://en.wikipedia.org/wiki/Speed_of_light,0.21361209,-1,2008,56,0.299862273,0.11174,0.359693473
1209,2,en,1510,vl,stem,0,14070,0.019019555,0.037503349,0.037235468,0.042057327,0.102866327,0.136887222,7.713706113,80.37618678,0.262319066,0.449541284,0.608893651,8,3655,145.1356717,http://en.wikipedia.org/wiki/Partition_function_(statistical_mechanics),0.015861272,http://en.wikipedia.org/wiki/Importance_sampling,0.00596449,http://en.wikipedia.org/wiki/Restricted_Boltzmann_machine,0.005376813,http://en.wikipedia.org/wiki/Graphical_model,0.005133026,http://en.wikipedia.org/wiki/Generative_model,0.003979642,http://en.wikipedia.org/wiki/Mathematical_model,0.32403921,http://en.wikipedia.org/wiki/Partition_function_(statistical_mechanics),0.315012305,http://en.wikipedia.org/wiki/Imaginary_unit,0.269206227,http://en.wikipedia.org/wiki/Belief,0.256402277,http://en.wikipedia.org/wiki/Function_(mathematics),0.249034509,-1,846,11,0.197560373,0.11885,0.265407067
1210,2,en,1040,vl,stem,0,16950,0.032883643,0.041315346,0.015598651,0.042580101,0.139123103,0.110033727,7.76132337,82.17311532,0,0.440366973,0.628583474,6,2372,136.4525407,http://en.wikipedia.org/wiki/Linked_data,0.013430162,http://en.wikipedia.org/wiki/Crowdsourcing,0.009611014,http://en.wikipedia.org/wiki/Semantic_Web,0.004738871,http://en.wikipedia.org/wiki/Human,0.004329004,http://en.wikipedia.org/wiki/Link_relation,0.003259409,http://en.wikipedia.org/wiki/English_modal_verbs,0.249841452,http://en.wikipedia.org/wiki/Human_nature,0.248399562,http://en.wikipedia.org/wiki/Experiment,0.243175522,http://en.wikipedia.org/wiki/Time,0.239012779,http://en.wikipedia.org/wiki/Knowledge,0.234378642,-1,17,5,0.32418869,0.2873,0.194122451
1211,2,en,2740,vl,misc,0,13540,0.008686869,0.038181818,0.014747475,0.04020202,0.144040404,0.105252525,8.328544898,86.92919759,0.272224373,0.587155963,0.577171717,5,4838,105.8643326,http://en.wikipedia.org/wiki/Poetry,0.007376746,http://en.wikipedia.org/wiki/Asceticism,0.002748402,http://en.wikipedia.org/wiki/Frost,0.00243252,http://en.wikipedia.org/wiki/Iambic_pentameter,0.002367224,http://en.wikipedia.org/wiki/Fisherman,0.001991692,http://en.wikipedia.org/wiki/Poetry,0.281545459,http://en.wikipedia.org/wiki/Time,0.259165908,http://en.wikipedia.org/wiki/Being,0.248030242,http://en.wikipedia.org/wiki/Art,0.242643383,http://en.wikipedia.org/wiki/World_War_I,0.239517503,5,1251,23,0.230028876,0.0352,0.375537822
1212,2,en,2990,vl,misc,0,15070,0.012956419,0.042795446,0.013741657,0.043057192,0.107446669,0.126161497,8.085742974,89.66062677,0,0.614678899,0.631461851,7,7322,147.1265908,http://en.wikipedia.org/wiki/Normal_mode,0.006231479,http://en.wikipedia.org/wiki/Frequency,0.004116,http://en.wikipedia.org/wiki/Electron,0.003815757,http://en.wikipedia.org/wiki/Atom,0.003414614,http://en.wikipedia.org/wiki/Double_bond,0.002824779,http://en.wikipedia.org/wiki/Being,0.199065529,http://en.wikipedia.org/wiki/Frequency,0.198230199,http://en.wikipedia.org/wiki/Time,0.189579979,http://en.wikipedia.org/wiki/Free_will,0.189006154,http://en.wikipedia.org/wiki/Imaginary_unit,0.173642511,-1,24,9,0.326880514,0.07587,0.418674391
1213,2,en,4500,vit,stem,0,15520,0.012083781,0.03848908,0.016738274,0.043322592,0.119942714,0.105084139,8.484806689,76.49699752,0,0.636085627,0.563462227,3,10934,145.6248613,http://en.wikipedia.org/wiki/Time_series,0.007925851,http://en.wikipedia.org/wiki/Precision_(statistics),0.004582371,http://en.wikipedia.org/wiki/Matrix_(mathematics),0.002837278,http://en.wikipedia.org/wiki/Wavelength,0.002345161,http://en.wikipedia.org/wiki/Posterior_probability,0.002320847,http://en.wikipedia.org/wiki/Time_series,0.269692902,http://en.wikipedia.org/wiki/Mathematical_model,0.251072456,http://en.wikipedia.org/wiki/Time,0.227629344,http://en.wikipedia.org/wiki/Regression_analysis,0.218823721,http://en.wikipedia.org/wiki/Being,0.216540941,4.333333333,4652,184,0.188796904,0.06365,0.264860205
1214,2,en,880,vl,misc,0,14380,0.01656868,0.05879209,0.018172101,0.037413148,0.144307857,0.088188135,7.726600653,82.35485868,0.198095801,0.4617737,0.603955104,4,1859,127.3287671,http://en.wikipedia.org/wiki/Slovenia,0.021412745,http://en.wikipedia.org/wiki/Military,0.006024746,http://en.wikipedia.org/wiki/Command_hierarchy,0.003672225,http://en.wikipedia.org/wiki/Soldier,0.003061071,http://en.wikipedia.org/wiki/Battalion,0.002763662,http://en.wikipedia.org/wiki/Woman,0.317329136,http://en.wikipedia.org/wiki/Gender,0.249209084,http://en.wikipedia.org/wiki/Walkout,0.234857245,http://en.wikipedia.org/wiki/Politics_of_the_United_States,0.229134659,http://en.wikipedia.org/wiki/World_War_I,0.229024399,-1,264,8,0.097569064,0.09672,0.062553032
1215,2,en,910,vl,stem,0,16310,0.018355641,0.050478012,0.016443595,0.038623327,0.120458891,0.126577438,7.739541839,82.23369852,0,0.437308869,0.634416826,8,2563,169.1749175,http://en.wikipedia.org/wiki/Photosynthesis,0.007445831,http://en.wikipedia.org/wiki/Entropy,0.006112346,http://en.wikipedia.org/wiki/Chlorophyll,0.005794435,http://en.wikipedia.org/wiki/List_of_Internet_top-level_domains,0.004679654,http://en.wikipedia.org/wiki/Submodular_set_function,0.004428854,http://en.wikipedia.org/wiki/Time,0.307256292,http://en.wikipedia.org/wiki/Photography,0.292437264,http://en.wikipedia.org/wiki/United_Kingdom,0.263038666,http://en.wikipedia.org/wiki/Language,0.261535891,http://en.wikipedia.org/wiki/English_modal_verbs,0.256595398,-1,45,13,0.192214353,0.14609,0.193759984
1216,2,en,1900,vl,stem,0,14410,0.009661836,0.037597144,0.020583911,0.038227263,0.128334384,0.122663306,8.081410601,82.82686704,0.251111218,0.532110092,0.61331653,8,4698,148.0462185,http://en.wikipedia.org/wiki/Deep_learning,0.01200092,http://en.wikipedia.org/wiki/Machine_learning,0.005607616,http://en.wikipedia.org/wiki/Unsupervised_learning,0.005030108,http://en.wikipedia.org/wiki/Algorithm,0.00481429,http://en.wikipedia.org/wiki/Neural_coding,0.003945167,http://en.wikipedia.org/wiki/Machine_learning,0.265945798,http://en.wikipedia.org/wiki/Experiment,0.247340573,http://en.wikipedia.org/wiki/Scientific_method,0.243750581,http://en.wikipedia.org/wiki/Causality,0.231773299,http://en.wikipedia.org/wiki/Reality,0.228993248,5,1430,24,0.080291975,0.01973,0.19242961
1217,2,en,5620,vl,misc,0,14130,0.011808476,0.033726949,0.026447752,0.042785506,0.133775477,0.119136202,8.526638086,80.5038431,0.279691117,0.678899083,0.605548366,5,12207,130.3238434,http://en.wikipedia.org/wiki/Financial_economics,0.002317836,http://en.wikipedia.org/wiki/Economics,0.002123553,http://en.wikipedia.org/wiki/Positive_feedback,0.001962113,http://en.wikipedia.org/wiki/Exponential_growth,0.001819493,http://en.wikipedia.org/wiki/Social_science,0.001565158,http://en.wikipedia.org/wiki/Time,0.275037563,http://en.wikipedia.org/wiki/Being,0.266646974,http://en.wikipedia.org/wiki/Reality,0.266569097,http://en.wikipedia.org/wiki/Justice,0.238683813,http://en.wikipedia.org/wiki/Politics_of_the_United_States,0.234370185,5,8432,34,0.113906244,0.02155,0.222688497
1218,2,en,3460,vtt,stem,1,14580,0.016042382,0.038576332,0.014624683,0.03529324,0.128488285,0.134308312,8.183177033,89.86379271,0.312363704,0.688073395,0.620131324,7,13070,226.7129228,http://en.wikipedia.org/wiki/Natural_language_processing,0.005804238,http://en.wikipedia.org/wiki/Part_of_speech,0.004639605,http://en.wikipedia.org/wiki/Dot_product,0.003216317,http://en.wikipedia.org/wiki/Gradient_descent,0.00289614,http://en.wikipedia.org/wiki/Semantics,0.002747873,http://en.wikipedia.org/wiki/English_modal_verbs,0.205732191,http://en.wikipedia.org/wiki/Going-to_future,0.193549297,http://en.wikipedia.org/wiki/Justice,0.178970949,http://en.wikipedia.org/wiki/Potentiality_and_actuality,0.172865617,http://en.wikipedia.org/wiki/Knowledge,0.172659101,4.75,4476,151,0.084484351,0.01771,0.1972639
1219,2,en,2630,vl,stem,0,17350,0.013287339,0.037178996,0.024147183,0.037434522,0.100038329,0.140794685,7.914012431,86.43001138,0.021183485,0.556574924,0.626676888,6,7496,170.7517084,http://en.wikipedia.org/wiki/Reinforcement_learning,0.013885193,http://en.wikipedia.org/wiki/Loss_function,0.006089502,http://en.wikipedia.org/wiki/Machine_learning,0.005606168,http://en.wikipedia.org/wiki/Importance_sampling,0.004349068,http://en.wikipedia.org/wiki/Cross_entropy,0.003917736,http://en.wikipedia.org/wiki/Going-to_future,0.193237868,http://en.wikipedia.org/wiki/English_modal_verbs,0.189061263,http://en.wikipedia.org/wiki/Mathematical_model,0.170065675,http://en.wikipedia.org/wiki/Reality,0.15744853,http://en.wikipedia.org/wiki/Lawsuit,0.145311207,-1,199,199,0.344524851,0.09727,0.398090977
1220,2,en,2880,vl,misc,0,15230,0.015879424,0.028394563,0.012918854,0.034181133,0.090566546,0.102677971,8.309655959,87.1437051,0,0.593272171,0.563719553,3,7166,149.447341,http://en.wikipedia.org/wiki/Price_elasticity_of_demand,0.007235671,http://en.wikipedia.org/wiki/Elasticity_(physics),0.005863765,http://en.wikipedia.org/wiki/Demand_curve,0.005649616,http://en.wikipedia.org/wiki/Supply_and_demand,0.00361068,http://en.wikipedia.org/wiki/Elasticity_(economics),0.003532351,http://en.wikipedia.org/wiki/Price_elasticity_of_demand,0.352958827,http://en.wikipedia.org/wiki/Demand_curve,0.260771764,http://en.wikipedia.org/wiki/Demand,0.239271908,http://en.wikipedia.org/wiki/Supply_and_demand,0.228260944,http://en.wikipedia.org/wiki/Elasticity_(economics),0.214289586,-1,193,22,0.218049293,0.07202,0.297935284
1221,2,en,2530,vit,stem,0,15170,0.022491967,0.042306319,0.019635844,0.040521242,0.098179222,0.117279543,7.835196722,85.4262146,0.19364363,0.525993884,0.607818636,5,5534,131.0339384,http://en.wikipedia.org/wiki/Transfer_learning,0.013513246,http://en.wikipedia.org/wiki/Codebook,0.004491417,http://en.wikipedia.org/wiki/Collaborative_filtering,0.004093121,http://en.wikipedia.org/wiki/Recommender_system,0.003566948,http://en.wikipedia.org/wiki/Machine_learning,0.003436656,http://en.wikipedia.org/wiki/Being,0.190102731,http://en.wikipedia.org/wiki/Experiment,0.189641094,http://en.wikipedia.org/wiki/Data,0.183405191,http://en.wikipedia.org/wiki/Domain_of_a_function,0.167085932,http://en.wikipedia.org/wiki/Knowledge,0.16641326,4.5,1944,115,0.195222655,0.03921,0.305363601
